"","OTUID","Warming","Control","delta.eaf","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"394","OTU_6",0.530076029069522,0,0.530076029069522,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. PCC 7507"
"395","OTU_60",0.272374623689417,0,0.272374623689417,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia sp. RAU2d"
"396","OTU_60377",0.214725045349226,0.185938208646831,0.0287868367023948,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia sp. RAU2d"
"397","OTU_604",0.189894120379765,0,0.189894120379765,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp."
"398","OTU_606",0.229804340776826,0,0.229804340776826,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"399","OTU_608",0.137718054701604,0,0.137718054701604,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Cereibacter","Cereibacter changlensis"
"400","OTU_611",0.214248826606196,0,0.214248826606196,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp."
"401","OTU_61576",0.274271607817547,0,0.274271607817547,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium elkanii"
"402","OTU_6165",0.409953727905717,0,0.409953727905717,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. NIES-2100"
"403","OTU_6182",0.396377300809923,0,0.396377300809923,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Ancalomicrobiaceae","Pinisolibacter","unknown Pinisolibacter"
"404","OTU_6191",0.162046003879684,0,0.162046003879684,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter capsulatus"
"405","OTU_62",0.4093676222163,0,0.4093676222163,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Richelia","Richelia intracellularis"
"406","OTU_6263",0.198432503287766,0.0932010793276306,0.105231423960135,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"407","OTU_629",0,0.194684332923012,-0.194684332923012,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. UAM 362"
"408","OTU_63064",0.212206331900985,0,0.212206331900985,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga","unknown Microvirga"
"409","OTU_64",0.230658892751222,0,0.230658892751222,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum","Rhodovulum sp. ES.010"
"410","OTU_641",0.46064774676127,0,0.46064774676127,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"411","OTU_644",0.225510486871421,0.124395526420611,0.10111496045081,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas maltophilia group"
"412","OTU_6479",0.224626489049406,0.137117914318422,0.0875085747309836,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"413","OTU_6490",0.319490907963977,0.193624906043527,0.12586600192045,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. NDUPC003"
"414","OTU_6503",0,0.216253940785452,-0.216253940785452,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia sp. enrichment culture clone CACua-88"
"415","OTU_6569",0.202077195392313,0,0.202077195392313,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"416","OTU_659",0.299799080504567,0,0.299799080504567,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. SB2"
"417","OTU_66",0.229011759409786,0.0948676344886538,0.134144124921132,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp."
"418","OTU_666",0.475016407553977,0,0.475016407553977,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. NIES-2100"
"419","OTU_6663",0,0.220212690123423,-0.220212690123423,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Halotia","Halotia wernerae"
"420","OTU_669",0.261019631612424,0,0.261019631612424,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","Azospirillum sp. TSO22-1"
"421","OTU_6690",0.202571814801896,0,0.202571814801896,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus macerans"
"422","OTU_66942",0.242033188814694,0,0.242033188814694,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"423","OTU_672",0.242859039962392,0,0.242859039962392,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"424","OTU_67260",0.291019075199525,0,0.291019075199525,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Richelia","Richelia intracellularis"
"425","OTU_678",0.293072657557032,0,0.293072657557032,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"426","OTU_6792",0.235809371548703,0,0.235809371548703,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","Anaeromyxobacter sp. Red267"
"427","OTU_6797",0.125375607895974,0,0.125375607895974,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"428","OTU_68",0.570845861934303,0.230604356668328,0.340241505265974,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. Lobaria pulmonaria 5183 cyanobiont"
"429","OTU_6815",0.418386804837352,0.170528416779482,0.24785838805787,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. UAM 362"
"430","OTU_682",0.196074039807179,0,0.196074039807179,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Telmatospirillum","Telmatospirillum sp. J64-1"
"431","OTU_6838",0.233975502989184,0,0.233975502989184,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"432","OTU_6839",0.195527811106105,0,0.195527811106105,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium liaoningense"
"433","OTU_6872",0.542291129391487,0.256864037520909,0.285427091870579,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. NIES-2100"
"434","OTU_6898",0.124550054096607,0,0.124550054096607,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia unamae"
"435","OTU_6941",0.458867445139961,0.184229478231034,0.274637966908927,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"436","OTU_7",0.297146931750735,0,0.297146931750735,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"437","OTU_703",0.217089968932929,0,0.217089968932929,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"438","OTU_71",0.202395114858754,0,0.202395114858754,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp."
"439","OTU_719",0.248977368325857,0,0.248977368325857,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","unknown Oscillatoriales","Microseira","Microseira wollei"
"440","OTU_729",0.239779728542154,0,0.239779728542154,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"441","OTU_73",0.30527262502439,0,0.30527262502439,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Azonexaceae","Azonexus","Azonexus fungiphilus"
"442","OTU_731",0.267830218150558,0.149051090120341,0.118779128030217,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","Spirochaeta aurantia"
"443","OTU_736",0.158379510306313,0,0.158379510306313,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia fungorum"
"444","OTU_74",0.475910034036971,0,0.475910034036971,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Chroococcales","Aphanothecaceae","Gloeothece","Gloeothece tepidariorum"
"445","OTU_741",0.281160781063969,0,0.281160781063969,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"446","OTU_742",0.357178572925402,0.143620196601863,0.213558376323538,"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. CCBAU 10866"
"447","OTU_74324",0.323635479328261,0,0.323635479328261,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. UYPR7.63"
"448","OTU_7462",0.175461260712791,0,0.175461260712791,"Bacteria","Proteobacteria","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus","Acidithiobacillus ferrivorans"
"449","OTU_75",0.272336415119353,0,0.272336415119353,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Butyrivibrio","Butyrivibrio sp. XPD2006"
"450","OTU_751",0.438820554444905,0,0.438820554444905,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. CHAB 5836"
"451","OTU_757",0.272345311845786,0,0.272345311845786,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylocella","Methylocella palustris"
"452","OTU_771",0.458621818776114,0.147037464165872,0.311584354610242,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"453","OTU_7713",0,0.194676356150715,-0.194676356150715,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"454","OTU_772",0.206651201865787,0.114266984006634,0.0923842178591533,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes roseus"
"455","OTU_777",0.239884508473269,0,0.239884508473269,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"456","OTU_7772",0.218589026300605,0.11311371982201,0.105475306478594,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium waimense"
"457","OTU_7787",0.307044276802807,0,0.307044276802807,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"458","OTU_78",0.303479922868704,0,0.303479922868704,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Neorhizobium","Neorhizobium galegae"
"459","OTU_782",0.312432858096318,0,0.312432858096318,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. STM 3080"
"460","OTU_7839",0.65040789624255,0,0.65040789624255,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"461","OTU_787",0.46831964886807,0.119617563259956,0.348702085608114,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. UAM 362"
"462","OTU_7933",0.256477651415165,0,0.256477651415165,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus sp. UYMMa02A"
"463","OTU_796",0.458711635359193,0,0.458711635359193,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. ORS 3258"
"464","OTU_800",0,0.347037016447458,-0.347037016447458,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Cylindrospermum","Cylindrospermum stagnale"
"465","OTU_804",0.574783955877687,0,0.574783955877687,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"466","OTU_805",0,0.265339868531297,-0.265339868531297,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Chroococcales","Aphanothecaceae","Gloeothece","Gloeothece tepidariorum"
"467","OTU_81390",0.284454402453281,0,0.284454402453281,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Cereibacter","Cereibacter changlensis"
"468","OTU_815",0.287849988185604,0,0.287849988185604,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Defluviicoccus","Defluviicoccus vanus"
"469","OTU_820",0.289359430668781,0.165755606879304,0.123603823789476,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"470","OTU_821",0.440315877190304,0.169423104760941,0.270892772429362,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","Nostoc sp. UAM 362"
"471","OTU_822",0.26625383216172,0,0.26625383216172,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp."
"472","OTU_833",0.228850028583797,0,0.228850028583797,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"473","OTU_841",0.38468369628172,0,0.38468369628172,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","unknown Oscillatoriales","Microseira","Microseira wollei"
"474","OTU_848",0.167097048030286,0,0.167097048030286,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus macerans"
"475","OTU_8482",0.458363272261408,0,0.458363272261408,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Cereibacter","Cereibacter azotoformans"
"476","OTU_85",0.23384496221724,0,0.23384496221724,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"477","OTU_852",0.357510752921712,0,0.357510752921712,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium nodulans"
"478","OTU_86",0.336765034342496,0,0.336765034342496,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides luti"
"479","OTU_862",0.313176352333456,0,0.313176352333456,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"480","OTU_863",0.269009403317386,0,0.269009403317386,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium opportunistum"
"481","OTU_869",0.480529562457594,0,0.480529562457594,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Komarekiella","Komarekiella sp. clone 1"
"482","OTU_8753",0.64086648795818,0,0.64086648795818,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"483","OTU_878",0.223081454137845,0.229864163769875,-0.00678270963203059,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"484","OTU_881",0.732746052086104,0,0.732746052086104,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"485","OTU_893",16.802958936002,16.5465189353671,0.256440000634822,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"486","OTU_8947",0.19835018244822,0,0.19835018244822,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium leguminosarum"
"487","OTU_896",0.191859384849786,0,0.191859384849786,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium sp."
"488","OTU_90",0.232244628098928,0,0.232244628098928,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium elkanii"
"489","OTU_9020",0.349341093477461,0,0.349341093477461,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","Azospirillum zeae"
"490","OTU_9094",0.255349912198911,0,0.255349912198911,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. PCC 7507"
"491","OTU_9095",0.267380498697455,0,0.267380498697455,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. ORS 3258"
"492","OTU_910",0.161645440814402,0,0.161645440814402,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ciceribacter","Ciceribacter lividus"
"493","OTU_914",0.484233573341517,0,0.484233573341517,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"494","OTU_9171",0.349438974134476,0,0.349438974134476,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"495","OTU_920",0.245386733020084,0,0.245386733020084,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. S8-608"
"496","OTU_928",0.243366295622125,0,0.243366295622125,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp. LLAN46"
"497","OTU_941",0.266365373329751,0,0.266365373329751,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Oscillatoriales","unknown Oscillatoriales","Microseira","Microseira wollei"
"498","OTU_94460",0.237709410981269,0,0.237709410981269,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer","Ensifer sp. CHU2"
"499","OTU_95",0.260485134001829,0,0.260485134001829,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter peroxydans"
"500","OTU_9525",0.491965985468694,0,0.491965985468694,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Nostocaceae","Nostoc","unknown Nostoc"
"501","OTU_961",0.251289155558923,0,0.251289155558923,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Tolypothrichaceae","Tolypothrix","Tolypothrix sp. NIES-4075"
"502","OTU_967",0.480092989498618,0,0.480092989498618,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Nostocales","Calotrichaceae","Calothrix","Calothrix sp. NIES-2100"
"503","OTU_97",0.328887155568272,0,0.328887155568272,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"504","OTU_976",0.129935580060983,0,0.129935580060983,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp. ORS 3356"
"505","OTU_9788",0.289635801521848,0,0.289635801521848,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga sp. T4"
"506","OTU_9800",0.260812420962409,0,0.260812420962409,"Bacteria","Cyanobacteria","unknown Cyanobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena frigida"
"507","OTU_984",0,0.166779420100442,-0.166779420100442,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium elkanii"
"508","OTU_99",0.199033825114822,0.120216445496225,0.0788173796185977,"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium"
"509","OTU_998",0.256176860372733,0,0.256176860372733,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia sp. RAU2d"
