"","otu_id","treatment","2.5%","50%","97.5%","p_val"
"265","OTU_18338","Control",-0.0930486304731585,0.0974772464531872,0.273776371879937,0.197309417040359
"266","OTU_1840","Control",0.0335435116311251,0.164272553143318,0.324330855447299,0.0136986301369864
"267","OTU_185","Control",-0.300821852389393,-0.0613103440190252,0.121061599186276,0.753488372093023
"268","OTU_185","Warming",-0.0943302656835426,0.0813484783415065,0.227089007088904,0.176470588235294
"269","OTU_18630","Control",-0.00389299348196474,0.150249730467159,0.376315578093583,0.0283018867924528
"270","OTU_1865","Control",-0.0305994688104352,0.11913503203281,0.272003242482863,0.054
"271","OTU_1865","Warming",0.375457892223858,0.498145306922153,0.666856537540611,0
"272","OTU_187","Warming",0.434661514752939,0.547725550532859,0.657115100435064,0
"273","OTU_1889","Control",-0.132661517757429,0.0235795173995784,0.205722081646566,0.371681415929204
"274","OTU_1889","Warming",0.11465106044581,0.329248112557767,0.48443533081142,0
"275","OTU_1890","Control",-0.168504816678184,-0.00812888081089102,0.129011060365415,0.525581395348837
"276","OTU_1890","Warming",0.0872243698824034,0.192398296755837,0.269987298428841,0.00100200400801598
"277","OTU_190","Control",-0.172883745167808,-0.0106688920380894,0.184991109991658,0.537764350453172
"278","OTU_1902","Control",-0.12552008381898,0.0449911499933289,0.237890753268881,0.325471698113208
"279","OTU_1902","Warming",0.0777079631848345,0.236179547465942,0.405148562221561,0.00246305418719217
"280","OTU_19030","Warming",0.0766166109873605,0.2466911249392,0.463935793499193,0
"281","OTU_1904","Warming",-0.0633109765084893,0.133028164095311,0.39673857971624,0.0939226519337016
"282","OTU_1913","Control",-0.0470053718914015,0.133234474371042,0.400014756521024,0.117021276595745
"283","OTU_1914","Warming",0.0114376161121865,0.147678590862846,0.223956295987208,0.0209424083769634
"284","OTU_19163","Control",-0.0904746854182899,0.0711212326225928,0.228523884733665,0.202
"285","OTU_19163","Warming",0.183571225080729,0.329501885279397,0.487141983603483,0
"286","OTU_19192","Control",-0.113757551295198,0.0696595181272166,0.283739510426154,0.242147922998987
"287","OTU_1922","Warming",0.210342809882534,0.326592327373307,0.447456626351391,0
"288","OTU_193","Control",0.0260564866923339,0.101848042290532,0.177701418933158,0.004
"289","OTU_193","Warming",0.172192566017242,0.253446050819436,0.338999738390272,0
"290","OTU_1952","Control",-0.153387465248576,-0.00904970777577657,0.138008755945751,0.527777777777778
"291","OTU_196","Control",-0.272555030456648,-0.124470699248404,0.0136622584798958,0.951690821256039
"292","OTU_196","Warming",0.0943678324965817,0.247546869937084,0.365981926255615,0
"293","OTU_1967","Control",-0.00480287532430446,0.0661376042577977,0.143386801995704,0.034
"294","OTU_1967","Warming",0.107398286561348,0.229348394663208,0.364977420698899,0
"295","OTU_1978","Control",-0.0808457235273843,0.0630551444420028,0.351746592686886,0.376146788990826
"296","OTU_1978","Warming",0.0777394885346649,0.234196681637704,0.586320985765942,0
"297","OTU_198","Control",-0.0205422772709727,0.0996904877215007,0.223338834163843,0.0561440677966102
"298","OTU_198","Warming",0.137600974257685,0.279286096517134,0.403465287083548,0
"299","OTU_1982","Control",-0.051936579124663,0.0567247546316592,0.193158480414818,0.180094786729858
"300","OTU_1984","Control",-0.205286427884273,-0.0222916582232733,0.0976458887479657,0.591029023746702
