"","otu_id","sampleID","timepoint","isotope","ecosystem","treatment","rep","Kingdom","Phylum","Class","Order","Family","Genus","wvd","abund","light","label","gc_prop","mw_light","mw_label","mw_max","nat_abund","eaf"
"4087","OTU_430","W1_Moss_27",7,"15N","moss","Warming",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum",7.79572124660642e-06,358.458062617862,1.72665454292189,1.73386958137404,0.965170681410799,308.16972465798,309.457449769126,312.172104544346,0.003663004,0.320561317351217
"4088","OTU_430","W1_Moss_28",7,"15N","moss","Warming",2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum",8.26335201194983e-06,749.477697602736,1.72665454292189,1.73708544443352,0.965170681410799,308.16972465798,310.031410343719,312.172104544346,0.003663004,0.46344084676825
"4089","OTU_430","W1_Moss_29",7,"15N","moss","Warming",3,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum",6.15688416035152e-06,2510.05639581063,1.72665454292189,1.73156961525211,0.965170681410799,308.16972465798,309.046956581926,312.172104544346,0.003663004,0.218374728215321
"4090","OTU_430","W1_Moss_31",7,"15N","moss","Warming",5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum",1.32141941567833e-05,49108.8855369142,1.72665454292189,1.72826546795672,0.965170681410799,308.16972465798,308.45723921986,312.172104544346,0.003663004,0.0715727649606735
"4091","OTU_430","W1_Moss_32",7,"15N","moss","Warming",6,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum",5.47210031874305e-05,38.8704930061709,1.72665454292189,1.7300210818424,0.965170681410799,308.16972465798,308.770577548001,312.172104544346,0.003663004,0.149573998590542
"4092","OTU_4300","W1_Moss_21",7,"15N","moss","Control",1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodopila",6.82526460927211e-05,9314.67014775388,1.72658574555878,1.72869598745184,0.964346820094138,308.169316022767,308.545962130554,312.171281931096,0.003663004,0.0937705268321083
"4093","OTU_4300","W1_Moss_22",7,"15N","moss","Control",2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodopila",1.93701419011132e-05,8736.93949721192,1.72658574555878,1.72805474364073,0.964346820094138,308.169316022767,308.431509855491,312.171281931096,0.003663004,0.0652762721246702
"4094","OTU_4300","W1_Moss_23",7,"15N","moss","Control",3,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodopila",1.7535634580889e-05,457.326462608116,1.72658574555878,1.72493804168728,0.964346820094138,308.169316022767,307.875225922467,312.171281931096,0.003663004,-0.0732172271823255
"4095","OTU_4300","W1_Moss_24",7,"15N","moss","Control",4,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodopila",2.97355698056535e-05,951.34634332012,1.72658574555878,1.72584884429326,0.964346820094138,308.169316022767,308.037790345832,312.171281931096,0.003663004,-0.0327448811049234
"4096","OTU_4300","W1_Moss_25",7,"15N","moss","Control",5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodopila",1.44659959168737e-05,4815.85738077105,1.72658574555878,1.72334327252756,0.964346820094138,308.169316022767,307.590583863751,312.171281931096,0.003663004,-0.144082252075657
