"otu_id","W1_Moss_21","W1_Moss_22","W1_Moss_23","W1_Moss_24","W1_Moss_25","W1_Moss_26","W1_Moss_27","W1_Moss_28","W1_Moss_29","W1_Moss_30","W1_Moss_31","W1_Moss_32"
"OTU_1576",0.224115882688995,0.305910728429296,0.132343517551556,0,0.140806060877164,0.151384376797806,0.683039215372834,0.463223987106493,0.389987123649543,0.433933491789397,0.451936109431186,0
"OTU_1580",0,0,0,0,0,0,0.307719750318292,0.193379331223109,0.136571610060344,0.236104849815994,0.046512779039786,0.0871154206351946
"OTU_158",0,0,0,0,0,0,0.289295249488279,0.359427343634112,0,0.320909585856932,0.14332364945992,0.123857999233695
"OTU_1592",0,0,0,0,0,0,0.503057314841936,0,0,0.309050241272017,0.0741976142664967,0.11085470787484
"OTU_15972",0,0,0,0,0,0,0.430599463377713,0.377856462813495,0.0799600164881918,0.257931338873429,0.0690534525236141,0
"OTU_1597",0,0,0,0,0,0,0.308639085314073,0.357833685458126,0.186907721455225,0.286748790284995,0.0895677731466816,0.181730655385783
"OTU_15991",0,0,0,0,0,0,0,0,0.184785534465408,0,0.0857121468428465,0.18564018152548
"OTU_15",0,0.648895960731881,0.392769021808265,0.158202324600459,0.0769424197269113,0.128653743112936,0.622118516403169,0.431562668427324,0.30258134021611,0.688909747484143,0.530657373381737,0.00650720329225703
"OTU_160",0,0,0,0,0,0,0.259535506459936,0.345446045128523,0.271293970233047,0.408834866732378,0.289124910526734,0.0948665099153023
"OTU_16296",0,0,0,0,0,0,0.350208058728999,0.342489757823909,0.197362399703468,0,0.0759711648241106,0
"OTU_1629",0,0,0,0,0,0,0,0,0.165806801123116,0.270511213069565,0.0996135807263011,0
"OTU_1650",0.0864714848999925,0.200329568432195,0.225612699847676,0,0,0,0,0,0,0,0,0
"OTU_1656",0,0,0,0,0,0,0.423881468994723,0.423248528940393,0.208817614149651,0.278274453873216,0.0956755798076317,0
"OTU_1665",0,0,0,0,0,0,0.431509754957191,0,0.137261312351064,0.357779905834212,0.10120727533723,0.0414252479251069
"OTU_1672",0,0,0,0,0,0,0,0,0.176167542581761,0.232995203934689,0.0676102779781158,0
"OTU_1673",0,0,0,0,0,0,0.0738595542604278,0.281376125356554,0.265168054860814,0.267260549714241,0.108013414168567,0
"OTU_167",0,0,0,0,0,0,0,0.326118908257941,0.0812854276549785,0.264009815773225,0.0895891989969983,0.0834733155291565
"OTU_1680",0,0,0,0,0,0,0.381058466756295,0.349878390500091,0.243190507706576,0.334347708955877,0.140317626793388,0.209896336771255
"OTU_1684",0,0.131932497301651,0.178402149318917,0.121078679919067,0.229292136160148,0.259706124172168,0.538760971449759,0.496458571437156,0.336474604339733,0.378519173464521,0.195111842861897,0.189185531331601
"OTU_1685",0,0.201286045987498,0,0.0987588289227217,0.0346907459400774,0,0.318526620356539,0,0.137646551780833,0.243464740118753,0.0417079555652044,0
"OTU_1699",0,0,0,0,0,0,0,0.499805309213485,0,0.330122448261752,0.216171257990446,0
"OTU_16",0.0967446862742178,0.184487646609596,0.261747289750902,0.347988685475516,0.255393684358057,0,0,0,0,0,0,0
"OTU_17069",0,0,0,0,0,0,0.346775516184528,0.414170807476917,0,0.308733466795589,0.15459282519015,0
"OTU_1711",0,0,0,0,0,0,0.58036215377558,0.48457476972974,0.502600144877351,0,0,0
"OTU_1750",0,0,0,0,0,0,0.658934304510297,0.410964394478741,0.31365651996287,0,0,0
"OTU_1776",0,0,0,0,0,0,0.22092051927995,0.394223169350159,0.219443154021732,0.240752126626074,0.0448872743673932,0.223160299021807
"OTU_177",0,0,0,0,0,0,0.427374041999021,0.310030860170576,0.241698265073751,0.315429911682272,0.120891717277752,0.14405297521538
"OTU_178",0,0,0,0,0,0,0,0.30116047279026,0.171644730278344,0.33227519092298,0.117782140350681,0.095653299636571
"OTU_17939",0.229940383748287,0.222702523091761,0.165132206061754,0.220833016049915,0.208469052641604,0,0.532390713651631,0.392203665747333,0.292391011440764,0.317219333157285,0.173132869039372,0.229057441414521
"OTU_17",0,0,0,0,0,0,0.392227586969741,0.452376456254069,0.293747798840578,0.383263489508141,0.193249944788635,0.25896501605752
"OTU_1808",0.501820149923925,0,0.193011468509917,0.0940701361412073,0,0.148005322077653,0.584391828976695,0.412286037536813,0.206459772792631,0,0,0
"OTU_180",0,0,0,0,0,0,0.460063927030407,0.490771208959149,0.233654197086435,0.25443080491122,0.0885076752362243,0
"OTU_1811",0,0.215266304464742,0.250945776281522,0.0127318504391817,0.131837606478856,0.153690830529214,0,0,0,0,0,0
"OTU_181",0.217076798822222,0.317424633131651,0.182113792156882,0.141986588488154,0.0766207391796127,0,0.608470505067575,0.443457923995137,0.401409140426904,0.536663598151958,0.194823424503266,0.514426886059466
"OTU_182",0.277202405155166,0.11373244602244,0.150646523967459,0.169885834469008,0.0242927242709401,0.0128049416825479,0.421450418968975,0.448236556344878,0.24432983738549,0.313533338901261,0.152038765182927,0.172417149604427
"OTU_1840",0.235704794170554,0,0.0624178945633957,0,0.18812578697643,0,0,0,0,0,0,0
"OTU_18630",0,0.0323815909986451,0.178374661563186,0,0.253858505221,0.156359398890238,0,0,0,0,0,0
"OTU_1865",0,0,0,0,0,0,0.658586403184181,0.466972759135228,0.484734315765057,0,0.432495998858344,0
"OTU_187",0,0,0,0,0,0,0.65916866150389,0.49560193192011,0.351025118482326,0.665191084672953,0,0
"OTU_1889",0,0,0,0,0,0,0.387136902577084,0.444302438334589,0,0.338694344710112,0.0837357814732454,0
"OTU_1890",0,0,0,0,0,0,0.194703672587283,0.219160915675364,0.150177407336279,0.249250444360272,0.107281117000024,0.143641654532511
"OTU_1902",0,0,0,0,0,0,0.405967561605001,0.143615498962403,0,0.316407799391,0.12068415765954,0.25057196027143
"OTU_19030",0,0,0,0,0,0,0.51258611570273,0,0.275122561629097,0.350641140223864,0.12749149852105,0.0393539214119469
"OTU_1914",0,0,0,0,0,0,0,0,0.153358397750656,0.220774450972193,0.0362876562034981,0.103824063724293
"OTU_19163",0,0,0,0,0,0,0.48235303551633,0.459497755215761,0.286418853153581,0.391917357228246,0.20269045282523,0.149116196369493
"OTU_1922",0,0,0,0,0,0,0.343656377913129,0,0.353045610403892,0.421603813263097,0.199740994560175,0
"OTU_193",0.203761111584116,0.112337135663945,0.0740177098979238,0.097425528134421,0.00342827599218904,0.118078317617263,0.266650120848298,0.387436005638995,0.232530709730552,0.291331542572392,0.129933180375911,0.206144023415761
"OTU_1967",0,0.0373751395674235,0.133191173530204,0.0501271765985592,0.00802955362489446,0.113195951564103,0,0.405392174924877,0.126404575415439,0.306530204567497,0.0803771666124182,0.192115621354689
"OTU_196",0,0,0,0,0,0,0.339601112691142,0.330501557449328,0.132237977045148,0,0,0.140157466452629
"OTU_1978",0,0,0,0,0,0,0,0.388328878163279,0,0.254473277337197,0.155725509281224,0.219458256628819
"OTU_198",0,0,0,0,0,0,0.343474438208626,0.38438992223606,0.228502394648605,0.314892830078274,0.102167267900561,0
"OTU_1991",0,0,0,0,0,0,0.507979187337261,0,0,0.346834411187141,0.123936851471122,0
"OTU_199",0,0,0,0,0,0,0.329294648514274,0.251024735680445,0.20665815165616,0,0.223158523497024,0
"OTU_1",0,0,0,0,0,0,0.70580178204719,0.42768299466886,0.323029593122257,0.409040799365647,0.384802611657119,0.00139720731237026
"OTU_2002",0,0,0,0,0,0,0.315096896921353,0.368042237353248,0.118398245989415,0.307780894867329,0.0672273408555958,0
"OTU_2009",0,0,0,0,0,0,0.441687882563598,0.494152413006316,0.294938995398707,0.455564355804021,0.183926805281468,0.231830901822158
"OTU_201",0,0,0,0,0,0,0.570225093561934,0.439958354499016,0.492846054984999,0.808637134227973,0.437760876001963,0
"OTU_203",0,0.0653452371230971,0.224652270719679,0,0,0.0808232084606241,0,0,0,0,0,0
"OTU_2089",0.21993025923344,0,0.27380626515603,0,0.0246911509096823,0.187950043102923,0,0,0,0,0,0
"OTU_209",0,0,0,0,0,0,0.2934239406512,0.219303428914634,0.140480828096401,0.278534851662176,0.0787999086216578,0.0808688142747435
"OTU_20",0,0,0,0,0,0,0.281136399367394,0.376013526016826,0.25606913876856,0.372467499217912,0.160587517909078,0.202847309749316
"OTU_21094",0.209286343695298,0,0.0562313911032418,0,0.203313971970299,0.201425880464811,0,0,0,0,0,0
"OTU_210",0,0,0,0,0,0,0.361868138039568,0.459490409765598,0,0.312693289477879,0.142225469978881,0.205518059852632
"OTU_2112",0,0,0,0,0,0,0.373603854538895,0.403524850456454,0.23628596811187,0.328745004999834,0.108805447507047,0.181093943240379
"OTU_21391",0,0,0,0,0,0,0.691262402882289,0.401232273526647,0.511190053024544,0.408817703371386,0.369635955605985,0
"OTU_215",0,0,0,0,0,0,0.480239106268175,0.397535133572488,0.191997025447389,0.316886027442495,0.158036214154357,0.0801367240920439
"OTU_216",0,0,0,0,0,0,0.34192707821348,0.136383242094477,0.119176486954119,0.340064975449863,0.0643554998563013,0
"OTU_2178",0,0,0,0,0,0,0.382255449329138,0.400699266832302,0.205322121933733,0.28935090435942,0.100219419234999,0.145242928903961
"OTU_2181",0.352563884091703,0,0.258630927366196,0,0.277935491807834,0.0916124340477179,0.56425090207799,0,0.560494507481959,0,0.366255289498904,0
"OTU_219",0,0,0,0,0,0,0.373727349194644,0.448598051223507,0.243263610431872,0.319565682046367,0.125720808204177,0.142619599613518
"OTU_21",0,0,0,0,0,0,0.428804433838438,0.370581028267655,0.135424365186035,0.3092822416231,0.137700386976366,0.147890121667681
"OTU_220",0,0,0,0,0,0,0,0.604870267263365,0.344483208000953,0.51027676925232,0,0.378499067770079
"OTU_2213",0.188118033223414,0,0,0,0.235193826379912,0.131607022865436,0,0,0,0,0,0
"OTU_2219",0,0,0,0,0,0,0.264942464163839,0.282339087367284,0.289865913335782,0.356337419079606,0.137671623478349,0.156757802054583
"OTU_22209",0.126635988961545,0.149098135658708,0.0494816947983291,0.160953379137803,0.0674460428475485,0.183466561867765,0.326375296137836,0.397210945117821,0.231838962240879,0.362308642238942,0.127996120902909,0.179767820239616
"OTU_22324",0,0,0,0,0,0,0,0.370760511946698,0,0.24072623575661,0.0300386406301665,0
"OTU_223",0.19542985869937,0.304863205842145,0.171161220852934,0.24436435686341,0,0,0.26997896988781,0.532167446944043,0.283019937113118,0.37108613694849,0.16307170928986,0.253858999845097
"OTU_224",0,0.217312810375323,0.0763302882136337,0,0.239711238724281,0.0463144812351316,0.515676940727365,0.377712356110382,0.624718718461618,0,0,0
"OTU_2258",0,0,0,0,0,0,0.23281565955586,0.268476758019681,0,0.17382078086632,0,0
"OTU_22623",0,0,0,0,0,0,0.415481752322068,0,0,0.361248475270887,0.140161387726911,0
"OTU_226",0,0,0,0,0,0,0,0.400641153258259,0.170003573165352,0.287538300542126,0.0921734977240038,0
"OTU_2287",0,0,0,0,0,0,0.497735045688533,0.418582671768215,0,0.433854843310117,0.147699370291045,0.16868311472325
"OTU_22",0.186057895577852,0.135935694558937,0.129524709188051,0.170265448201269,0,0.189488254961518,0.451748910308945,0.34417913137998,0.217028849499467,0.372996297032114,0.154431750014621,0.172800380290863
"OTU_2326",0,0,0,0,0,0,0.439804578409583,0.480382259879297,0.279829119315912,0.338701295912609,0.149813780275327,0.309139735481695
